Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1678579200,40436,39761,534,0,2,0
AP,1678579200,32632,32378,151,0,3,0
EA,1678579200,0,0,0,0,0,0
EF,1678579200,80920,80028,624,0,19,0
EIC,1678579200,47235,46688,387,0,18,0
G,1678579200,36854,36390,411,0,6,0
GRZ,1678579200,39473,38943,446,0,4,0
GTH,1678579200,53067,52558,382,0,12,0
HBN,1678579200,28287,27757,443,0,1,0
IK,1678579200,48588,48044,460,0,23,0
J,1678579200,47279,46881,185,0,29,0
KYF,1678579200,26923,26582,276,0,5,0
NDH,1678579200,29170,28969,113,0,5,0
SHK,1678579200,37894,37389,260,0,13,0
SHL,1678579200,12893,12651,210,0,2,0
SLF,1678579200,42102,41377,601,0,13,0
SM,1678579200,57058,56191,766,0,29,0
SOK,1678579200,34521,34041,356,0,6,0
SOM,1678579200,27742,27429,269,0,4,0
SON,1678579200,24689,24284,310,0,21,0
UH,1678579200,43955,43437,451,0,4,0
WAK,1678579200,64883,64063,470,0,29,0
WE,1678579200,27531,27264,197,0,3,0
TH,1678579200,884132,873105,8302,0,251,0
