Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1624406400,6885,6565,291,6,0,0
AP,1624406400,4128,4047,78,1,0,0
EA,1624406400,1954,1872,75,1,1,0
EF,1624406400,8619,8334,272,0,1,0
EIC,1624406400,6216,5965,247,0,1,0
G,1624406400,5700,5481,202,1,0,1
GRZ,1624406400,7844,7589,227,0,12,0
GTH,1624406400,8659,8428,204,3,4,0
HBN,1624406400,5373,5113,242,2,3,0
IK,1624406400,6509,6288,219,1,1,1
J,1624406400,4333,4245,82,0,1,0
KYF,1624406400,3681,3522,143,0,2,0
NDH,1624406400,2935,2863,70,0,0,0
SHK,1624406400,4730,4601,125,2,1,0
SHL,1624406400,2176,2061,113,0,1,0
SLF,1624406400,6781,6477,287,0,1,0
SM,1624406400,10002,9620,368,0,3,0
SOK,1624406400,6445,6256,177,1,1,0
SOM,1624406400,4164,4028,131,0,0,0
SON,1624406400,4250,4072,163,0,2,0
UH,1624406400,6419,6119,257,-1,3,0
WAK,1624406400,8293,8011,246,0,2,0
WE,1624406400,2614,2507,102,1,2,0
TH,1624406400,128710,124064,4321,18,42,2
