Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1597708800,79,75,4,0,0,0
AP,1597708800,83,76,4,0,3,0
EA,1597708800,36,32,4,0,0,0
EF,1597708800,164,147,2,3,2,0
EIC,1597708800,163,152,10,0,0,0
G,1597708800,271,241,22,0,0,0
GRZ,1597708800,680,624,48,0,3,0
GTH,1597708800,327,289,30,0,0,0
HBN,1597708800,90,83,1,1,0,0
IK,1597708800,154,145,6,0,0,0
J,1597708800,165,160,3,0,0,0
KYF,1597708800,56,55,0,0,0,0
NDH,1597708800,72,66,2,0,1,0
SHK,1597708800,75,70,3,0,0,0
SHL,1597708800,26,19,2,0,0,0
SLF,1597708800,75,72,0,0,0,0
SM,1597708800,186,166,5,0,0,0
SOK,1597708800,159,144,12,0,1,0
SOM,1597708800,47,43,1,0,1,0
SON,1597708800,311,287,22,0,0,0
UH,1597708800,92,89,3,0,0,0
WAK,1597708800,101,97,2,0,0,0
WE,1597708800,97,92,0,0,0,0
TH,1597708800,3509,3224,186,4,11,0
