Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1663459200,35405,34262,483,0,37,0
AP,1663459200,29794,29223,136,0,18,0
EA,1663459200,0,0,0,0,0,0
EF,1663459200,71829,70745,550,0,79,0
EIC,1663459200,42622,41919,358,0,35,0
G,1663459200,32667,31934,374,0,34,0
GRZ,1663459200,36198,35486,384,0,35,0
GTH,1663459200,47722,46898,353,0,51,0
HBN,1663459200,25769,25152,424,0,27,0
IK,1663459200,43224,42227,436,0,80,0
J,1663459200,41861,40761,159,0,67,0
KYF,1663459200,24593,23922,245,0,34,0
NDH,1663459200,26328,25819,105,0,23,0
SHK,1663459200,33484,32771,229,0,28,0
SHL,1663459200,11510,11229,188,0,9,0
SLF,1663459200,38450,37511,561,0,33,0
SM,1663459200,49933,48649,697,0,44,0
SOK,1663459200,31824,31274,340,0,19,0
SOM,1663459200,25098,24678,248,0,6,0
SON,1663459200,22202,21504,291,0,42,0
UH,1663459200,39839,38564,419,0,78,0
WAK,1663459200,57583,56441,454,0,53,0
WE,1663459200,24816,24386,170,0,29,0
TH,1663459200,792751,775355,7604,0,861,0
