Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1671494400,39789,38554,506,1,30,0
AP,1671494400,32254,31845,147,17,16,0
EA,1671494400,0,0,0,0,0,0
EF,1671494400,79351,78135,591,64,22,0
EIC,1671494400,46254,45630,374,31,24,0
G,1671494400,36315,35668,394,23,20,0
GRZ,1671494400,39053,38371,431,18,22,2
GTH,1671494400,52172,51578,372,43,26,0
HBN,1671494400,27995,27389,443,13,10,0
IK,1671494400,47878,47156,447,30,30,1
J,1671494400,46311,45483,174,31,28,0
KYF,1671494400,26578,26084,261,14,11,0
NDH,1671494400,28540,28102,110,19,15,0
SHK,1671494400,37159,36385,245,22,19,1
SHL,1671494400,12750,12477,201,6,9,0
SLF,1671494400,41552,40803,588,7,12,0
SM,1671494400,56059,55008,741,50,36,0
SOK,1671494400,34164,33524,346,9,13,0
SOM,1671494400,27334,26936,260,0,15,0
SON,1671494400,24309,23768,302,2,13,0
UH,1671494400,43485,42887,425,15,25,0
WAK,1671494400,63613,62797,466,25,39,0
WE,1671494400,27169,26871,187,26,6,0
TH,1671494400,870084,855451,8011,466,441,4
