Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1656115200,31981,30972,469,0,5,0
AP,1656115200,27441,26859,129,0,0,0
EA,1656115200,0,0,0,0,0,0
EF,1656115200,65602,64474,533,0,18,0
EIC,1656115200,37601,36438,343,0,25,0
G,1656115200,29421,28760,358,0,6,0
GRZ,1656115200,33641,32919,370,0,3,0
GTH,1656115200,44086,43303,340,0,27,0
HBN,1656115200,23984,23315,415,0,22,0
IK,1656115200,39100,38280,427,0,20,0
J,1656115200,36809,35473,145,0,1,0
KYF,1656115200,22583,21995,241,0,6,0
NDH,1656115200,24309,23948,102,0,8,0
SHK,1656115200,30545,29842,222,0,7,0
SHL,1656115200,10625,10335,180,0,1,0
SLF,1656115200,35906,35178,546,0,17,0
SM,1656115200,44964,43808,654,0,25,0
SOK,1656115200,29873,29304,331,0,13,0
SOM,1656115200,23399,22982,243,0,1,0
SON,1656115200,20471,19924,285,0,2,0
UH,1656115200,35513,34674,414,0,0,0
WAK,1656115200,52047,50964,449,0,0,0
WE,1656115200,22534,21785,157,0,4,0
TH,1656115200,722435,705532,7353,0,211,0
