Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1638576000,11796,8372,341,106,34,8
AP,1638576000,7885,6022,94,119,56,0
EA,1638576000,0,0,0,0,0,0
EF,1638576000,17855,15340,314,0,112,0
EIC,1638576000,9619,8469,269,35,64,2
G,1638576000,9648,7673,255,104,4,0
GRZ,1638576000,12534,9191,258,116,22,0
GTH,1638576000,16259,13798,239,0,140,0
HBN,1638576000,9632,7059,302,201,22,0
IK,1638576000,11883,10766,286,64,148,0
J,1638576000,8184,5876,100,111,28,0
KYF,1638576000,7362,6192,158,80,100,0
NDH,1638576000,5314,4326,74,62,65,0
SHK,1638576000,9180,6043,159,208,40,0
SHL,1638576000,3797,2814,132,48,4,0
SLF,1638576000,11816,9385,357,96,114,0
SM,1638576000,17011,13849,449,155,42,3
SOK,1638576000,11103,7649,218,0,44,0
SOM,1638576000,7263,5122,157,277,31,0
SON,1638576000,8060,5555,202,76,77,1
UH,1638576000,10962,8564,308,81,70,0
WAK,1638576000,16749,14059,348,121,101,0
WE,1638576000,5231,3687,116,69,22,0
TH,1638576000,229143,179811,5136,2129,1340,14
