Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1673049600,40072,39078,519,0,8,0
AP,1673049600,32388,31999,149,0,1,0
EA,1673049600,0,0,0,0,0,0
EF,1673049600,79844,79011,604,0,17,0
EIC,1673049600,46565,45964,379,0,4,0
G,1673049600,36586,35998,407,0,1,0
GRZ,1673049600,39233,38617,440,0,6,0
GTH,1673049600,52508,51907,377,0,8,0
HBN,1673049600,28104,27488,443,0,0,0
IK,1673049600,48155,47534,451,0,9,0
J,1673049600,46688,45934,174,0,1,0
KYF,1673049600,26710,26227,267,0,0,0
NDH,1673049600,28804,28365,110,0,7,0
SHK,1673049600,37410,36780,256,0,11,0
SHL,1673049600,12815,12558,208,0,0,0
SLF,1673049600,41716,41008,589,0,0,0
SM,1673049600,56343,55402,750,0,7,0
SOK,1673049600,34280,33749,347,0,5,0
SOM,1673049600,27506,27131,264,0,1,0
SON,1673049600,24416,23925,302,0,0,0
UH,1673049600,43668,43120,448,0,1,0
WAK,1673049600,63963,63193,467,0,2,0
WE,1673049600,27294,27003,190,0,0,0
TH,1673049600,875068,861991,8141,0,89,0
