Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1682553600,40644,40040,542,2,2,1
AP,1682553600,32748,32560,154,0,4,0
EA,1682553600,0,0,0,0,0,0
EF,1682553600,81348,80624,632,5,1,0
EIC,1682553600,47483,47040,390,16,2,0
G,1682553600,36976,36542,415,1,0,0
GRZ,1682553600,39651,39141,456,0,0,0
GTH,1682553600,53198,52794,385,0,2,0
HBN,1682553600,28409,27922,447,1,3,0
IK,1682553600,48772,48284,465,1,2,0
J,1682553600,47539,47243,192,4,-1,3
KYF,1682553600,26989,26697,278,0,3,0
NDH,1682553600,29335,29163,115,3,1,0
SHK,1682553600,38139,37838,262,4,3,0
SHL,1682553600,12949,12727,213,0,1,0
SLF,1682553600,42269,41617,609,2,3,0
SM,1682553600,57272,56462,782,0,2,0
SOK,1682553600,34653,34263,356,0,3,0
SOM,1682553600,27828,27528,272,1,0,0
SON,1682553600,24783,24450,311,1,2,0
UH,1682553600,44043,43569,454,1,2,0
WAK,1682553600,65259,64712,472,7,6,0
WE,1682553600,27669,27445,201,3,0,0
TH,1682553600,887956,878661,8403,52,41,4
