Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1648166400,26871,18358,404,398,187,0
AP,1648166400,22861,16444,123,307,141,0
EA,1648166400,0,0,0,0,0,0
EF,1648166400,40922,39366,451,322,384,0
EIC,1648166400,28695,18417,312,333,213,0
G,1648166400,24978,20363,335,301,371,2
GRZ,1648166400,23356,19041,334,0,213,0
GTH,1648166400,35536,30477,319,267,143,0
HBN,1648166400,20357,16289,385,178,76,0
IK,1648166400,29513,26342,414,493,378,1
J,1648166400,27735,18481,131,639,145,0
KYF,1648166400,18700,13619,232,325,71,0
NDH,1648166400,20866,12418,98,320,171,0
SHK,1648166400,25865,17746,210,402,252,2
SHL,1648166400,8737,7120,168,63,9,0
SLF,1648166400,30865,25105,492,0,102,0
SM,1648166400,37160,32177,626,373,199,1
SOK,1648166400,25129,18740,300,248,187,1
SOM,1648166400,20125,16300,213,472,167,1
SON,1648166400,16103,12544,275,100,76,0
UH,1648166400,27420,22333,391,204,230,0
WAK,1648166400,41145,32743,423,592,458,0
WE,1648166400,16596,10800,140,331,138,1
TH,1648166400,569535,445223,6776,6668,4311,9
