Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1665100800,36768,34760,489,96,6,0
AP,1665100800,30625,29536,136,68,0,0
EA,1665100800,0,0,0,0,0,0
EF,1665100800,74087,71993,554,230,167,0
EIC,1665100800,43797,42561,360,118,29,0
G,1665100800,33731,32616,375,105,23,0
GRZ,1665100800,37094,35903,395,185,27,0
GTH,1665100800,49314,47929,356,178,19,0
HBN,1665100800,26365,25413,426,0,1,0
IK,1665100800,44613,43236,441,370,69,0
J,1665100800,43321,41537,163,333,8,0
KYF,1665100800,25246,24228,250,71,0,0
NDH,1665100800,26906,26149,105,67,13,0
SHK,1665100800,34718,33153,233,304,12,1
SHL,1665100800,11908,11392,191,43,2,1
SLF,1665100800,39618,38151,565,98,15,0
SM,1665100800,51959,49781,698,242,74,0
SOK,1665100800,32562,31494,342,75,6,2
SOM,1665100800,25560,24971,249,21,9,0
SON,1665100800,22910,21810,293,74,-1,1
UH,1665100800,41060,39850,423,111,24,0
WAK,1665100800,59739,57315,455,236,2,0
WE,1665100800,25498,24735,172,68,10,0
TH,1665100800,817399,788513,7671,3093,515,5
