Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1627516800,6921,6614,293,6,1,0
AP,1627516800,4120,4041,77,0,0,0
EA,1627516800,1961,1882,78,0,0,0
EF,1627516800,8649,8357,273,0,1,0
EIC,1627516800,6252,5999,250,0,0,0
G,1627516800,5725,5506,203,2,1,0
GRZ,1627516800,7882,7609,238,2,0,0
GTH,1627516800,8705,8477,205,1,0,0
HBN,1627516800,5419,5161,249,1,4,1
IK,1627516800,6518,6299,218,0,0,0
J,1627516800,4343,4254,84,0,0,0
KYF,1627516800,3685,3539,145,1,0,0
NDH,1627516800,2943,2870,70,0,1,0
SHK,1627516800,4763,4614,127,2,1,0
SHL,1627516800,2183,2065,113,1,1,0
SLF,1627516800,6787,6495,288,1,0,0
SM,1627516800,10048,9646,371,3,3,0
SOK,1627516800,6504,6318,183,0,1,0
SOM,1627516800,4168,4029,136,2,0,0
SON,1627516800,4257,4083,163,0,1,0
UH,1627516800,6428,6162,264,0,0,0
WAK,1627516800,8317,8060,250,1,0,0
WE,1627516800,2624,2516,103,1,0,0
TH,1627516800,129202,124596,4381,24,15,1
