Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1589673600,59,49,3,0,0,0
AP,1589673600,73,67,4,0,0,0
EA,1589673600,27,17,2,0,1,0
EF,1589673600,136,131,2,0,0,0
EIC,1589673600,140,118,7,0,0,0
G,1589673600,196,151,9,0,4,0
GRZ,1589673600,581,438,43,6,21,0
GTH,1589673600,274,219,24,0,5,0
HBN,1589673600,32,26,1,0,0,0
IK,1589673600,129,121,4,0,0,0
J,1589673600,159,155,3,0,0,0
KYF,1589673600,45,41,0,0,0,0
NDH,1589673600,61,59,1,0,0,0
SHK,1589673600,68,53,2,0,0,0
SHL,1589673600,15,11,2,0,0,0
SLF,1589673600,69,64,0,2,0,0
SM,1589673600,119,98,3,0,1,0
SOK,1589673600,140,116,12,0,2,0
SOM,1589673600,37,36,1,0,0,0
SON,1589673600,180,109,12,7,4,1
UH,1589673600,78,72,2,0,1,0
WAK,1589673600,57,41,2,0,0,0
WE,1589673600,65,63,0,0,0,0
TH,1589673600,2740,2255,139,15,39,1
