Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1636675200,8881,7316,313,67,19,0
AP,1636675200,5498,4842,84,92,40,1
EA,1636675200,0,0,0,0,0,0
EF,1636675200,13323,11046,290,208,174,0
EIC,1636675200,8030,7137,253,59,41,0
G,1636675200,7431,6503,224,71,10,2
GRZ,1636675200,9707,8240,245,50,27,0
GTH,1636675200,12233,10923,211,104,123,0
HBN,1636675200,6917,5895,266,84,24,2
IK,1636675200,8894,7881,242,69,82,2
J,1636675200,5994,4951,87,73,27,1
KYF,1636675200,5327,4555,152,90,34,0
NDH,1636675200,3812,3391,71,81,34,0
SHK,1636675200,6333,5257,152,90,33,2
SHL,1636675200,2749,2375,119,30,8,0
SLF,1636675200,8403,7488,317,56,46,1
SM,1636675200,13033,11456,403,113,81,0
SOK,1636675200,8018,6772,194,156,24,0
SOM,1636675200,5277,4499,144,60,11,0
SON,1636675200,5821,4417,173,72,18,0
UH,1636675200,8753,7156,277,67,57,0
WAK,1636675200,13323,11511,334,121,46,0
WE,1636675200,3899,2991,111,59,18,0
TH,1636675200,171656,146602,4662,1872,977,11
