Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1662768000,35212,33966,483,0,30,0
AP,1662768000,29658,29068,136,0,0,0
EA,1662768000,0,0,0,0,0,0
EF,1662768000,71345,70220,548,0,81,0
EIC,1662768000,42382,41713,358,0,15,0
G,1662768000,32451,31683,372,0,0,0
GRZ,1662768000,36005,35290,383,0,18,0
GTH,1662768000,47362,46647,351,0,5,0
HBN,1662768000,25631,25023,424,0,8,0
IK,1662768000,42788,41867,435,0,34,0
J,1662768000,41612,40398,159,0,5,0
KYF,1662768000,24468,23723,245,0,0,0
NDH,1662768000,26198,25638,105,0,6,0
SHK,1662768000,33314,32573,229,0,22,0
SHL,1662768000,11451,11168,187,0,0,0
SLF,1662768000,38251,37332,561,0,3,0
SM,1662768000,49571,48364,694,0,5,0
SOK,1662768000,31722,31146,339,0,5,0
SOM,1662768000,24976,24596,248,0,0,0
SON,1662768000,22101,21346,290,0,0,0
UH,1662768000,39400,38319,419,0,1,0
WAK,1662768000,57185,56108,453,0,1,0
WE,1662768000,24675,24245,168,0,2,0
TH,1662768000,787758,770433,7587,0,241,0
