Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1641513600,13968,12221,376,46,83,2
AP,1641513600,10648,9518,105,37,90,1
EA,1641513600,0,0,0,0,0,0
EF,1641513600,24628,23439,377,8,397,0
EIC,1641513600,11335,10686,298,35,21,2
G,1641513600,12297,11494,310,16,52,1
GRZ,1641513600,15878,13057,294,73,55,0
GTH,1641513600,20871,19284,295,62,18,1
HBN,1641513600,12595,10612,348,34,89,0
IK,1641513600,16767,15746,386,34,73,1
J,1641513600,10927,9049,119,50,147,0
KYF,1641513600,9259,8623,196,15,26,1
NDH,1641513600,7423,6798,89,38,50,3
SHK,1641513600,12027,10156,183,25,179,1
SHL,1641513600,4883,4103,158,10,38,0
SLF,1641513600,16700,15406,433,51,68,17
SM,1641513600,21380,19908,523,53,19,1
SOK,1641513600,14461,12710,267,10,121,0
SOM,1641513600,9942,8275,190,47,65,4
SON,1641513600,10119,8888,255,2,67,0
UH,1641513600,14119,12557,344,42,134,0
WAK,1641513600,20830,18992,399,69,55,3
WE,1641513600,7094,5927,130,28,45,0
TH,1641513600,298151,267449,6075,785,1892,38
