Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1609891200,3259,1613,45,60,64,0
AP,1609891200,1236,986,17,45,20,4
EA,1609891200,641,400,14,10,42,0
EF,1609891200,3211,2665,76,63,45,3
EIC,1609891200,2533,1956,75,106,63,3
G,1609891200,2272,1812,89,46,76,3
GRZ,1609891200,2576,2106,83,75,47,3
GTH,1609891200,2190,1727,76,63,24,4
HBN,1609891200,2524,1970,77,34,37,11
IK,1609891200,2301,1728,58,64,27,2
J,1609891200,1962,1404,21,64,57,1
KYF,1609891200,1273,1034,35,60,20,2
NDH,1609891200,963,777,22,1,11,0
SHK,1609891200,1798,1241,43,79,55,3
SHL,1609891200,822,613,29,29,16,1
SLF,1609891200,2652,1943,79,91,41,4
SM,1609891200,3155,2573,85,60,53,0
SOK,1609891200,2301,1798,49,54,14,0
SOM,1609891200,1361,1076,33,46,27,2
SON,1609891200,2119,1702,79,82,54,0
UH,1609891200,2866,1648,71,66,7,1
WAK,1609891200,2459,1719,29,38,78,0
WE,1609891200,1102,849,31,55,18,1
TH,1609891200,47576,35340,1216,1291,896,48
