Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1633564800,7324,6827,293,17,0,0
AP,1633564800,4368,4235,80,8,10,0
EA,1633564800,0,0,0,0,0,0
EF,1633564800,9614,9080,275,35,13,0
EIC,1633564800,6659,6237,251,45,11,0
G,1633564800,6138,5805,207,9,6,0
GRZ,1633564800,8262,7742,240,22,2,0
GTH,1633564800,9301,8894,208,58,15,1
HBN,1633564800,5723,5397,253,8,5,0
IK,1633564800,6877,6569,219,14,1,0
J,1633564800,4756,4451,84,5,7,0
KYF,1633564800,3923,3663,145,36,9,0
NDH,1633564800,3123,3008,70,4,5,0
SHK,1633564800,5032,4750,133,16,9,0
SHL,1633564800,2311,2160,113,6,5,0
SLF,1633564800,7241,6774,296,17,15,1
SM,1633564800,10634,10040,375,24,14,1
SOK,1633564800,6729,6388,185,16,0,0
SOM,1633564800,4446,4144,136,20,5,0
SON,1633564800,4469,4245,166,2,7,0
UH,1633564800,6925,6395,265,32,17,0
WAK,1633564800,10925,10390,328,30,6,0
WE,1633564800,2854,2610,104,9,4,0
TH,1633564800,137634,129804,4426,433,166,3
