Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1684713600,40666,40099,543,0,9,0
AP,1684713600,32771,32595,154,3,1,0
EA,1684713600,0,0,0,0,0,0
EF,1684713600,81403,80743,635,4,3,0
EIC,1684713600,47511,47094,394,4,0,0
G,1684713600,36999,36564,417,4,2,0
GRZ,1684713600,39676,39201,456,3,0,0
GTH,1684713600,53218,52819,387,2,2,0
HBN,1684713600,28419,27961,447,0,1,0
IK,1684713600,48804,48328,465,2,0,0
J,1684713600,47584,47348,194,8,8,1
KYF,1684713600,26997,26711,278,2,0,0
NDH,1684713600,29364,29224,115,1,1,0
SHK,1684713600,38169,37896,262,0,1,0
SHL,1684713600,12959,12737,214,0,1,0
SLF,1684713600,42302,41661,610,6,0,0
SM,1684713600,57317,56513,785,1,2,0
SOK,1684713600,34675,34303,356,1,1,0
SOM,1684713600,27850,27563,272,3,0,0
SON,1684713600,24798,24474,312,2,2,0
UH,1684713600,44061,43593,454,0,1,0
WAK,1684713600,65294,64790,472,0,4,0
WE,1684713600,27680,27468,207,1,3,0
TH,1684713600,888517,879685,8429,47,42,1
