Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1639180800,12334,8933,348,44,23,1
AP,1639180800,8775,6722,95,161,97,0
EA,1639180800,0,0,0,0,0,0
EF,1639180800,19589,17714,314,0,128,0
EIC,1639180800,10288,9027,274,72,73,2
G,1639180800,10554,8594,269,124,39,1
GRZ,1639180800,13227,9689,269,74,100,0
GTH,1639180800,18229,14904,251,137,62,0
HBN,1639180800,10756,7681,311,121,47,0
IK,1639180800,13362,11982,316,193,183,0
J,1639180800,8965,6321,106,107,57,0
KYF,1639180800,8032,6737,161,74,68,0
NDH,1639180800,5919,4868,76,72,62,0
SHK,1639180800,10163,6448,166,178,32,1
SHL,1639180800,4149,2961,138,62,5,1
SLF,1639180800,13723,10630,373,93,192,0
SM,1639180800,18545,15135,467,169,29,1
SOK,1639180800,12570,8333,236,159,115,0
SOM,1639180800,8016,5453,160,0,41,0
SON,1639180800,8810,6248,220,114,88,3
UH,1639180800,11877,8998,329,138,25,4
WAK,1639180800,17908,15122,361,101,117,2
WE,1639180800,5755,3984,120,49,25,0
TH,1639180800,251546,196484,5360,2242,1608,16
