Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1623715200,6869,6541,291,3,1,0
AP,1623715200,4127,4033,78,1,5,0
EA,1623715200,1952,1853,75,2,1,0
EF,1623715200,8616,8295,272,3,0,0
EIC,1623715200,6216,5958,243,1,1,0
G,1623715200,5693,5476,199,2,2,0
GRZ,1623715200,7842,7520,226,1,17,0
GTH,1623715200,8642,8384,204,3,14,0
HBN,1623715200,5361,5078,240,5,4,0
IK,1623715200,6505,6269,218,1,4,0
J,1623715200,4335,4234,82,1,2,0
KYF,1623715200,3671,3492,143,2,2,0
NDH,1623715200,2934,2855,70,0,0,0
SHK,1623715200,4719,4585,124,0,3,0
SHL,1623715200,2175,2052,113,0,2,0
SLF,1623715200,6777,6458,287,4,6,0
SM,1623715200,9999,9587,368,1,7,0
SOK,1623715200,6435,6242,175,2,9,0
SOM,1623715200,4161,4022,130,0,5,0
SON,1623715200,4240,4031,163,2,4,0
UH,1623715200,6391,6054,257,7,5,0
WAK,1623715200,8273,7990,243,3,-2,3
WE,1623715200,2613,2497,102,1,0,0
TH,1623715200,128546,123506,4303,45,92,3
