Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1641427200,13922,12138,374,28,78,1
AP,1641427200,10611,9428,104,39,93,1
EA,1641427200,0,0,0,0,0,0
EF,1641427200,24620,23042,377,104,132,8
EIC,1641427200,11300,10665,296,46,31,0
G,1641427200,12281,11442,309,49,32,0
GRZ,1641427200,15805,13002,294,68,109,0
GTH,1641427200,20809,19266,294,98,78,2
HBN,1641427200,12561,10523,348,53,113,0
IK,1641427200,16733,15673,385,73,77,1
J,1641427200,10877,8902,119,70,150,0
KYF,1641427200,9244,8597,195,57,50,4
NDH,1641427200,7385,6748,86,53,59,0
SHK,1641427200,12002,9977,182,39,78,2
SHL,1641427200,4873,4065,158,10,52,3
SLF,1641427200,16649,15338,416,89,85,1
SM,1641427200,21327,19889,522,61,53,3
SOK,1641427200,14451,12589,267,31,113,0
SOM,1641427200,9895,8210,186,37,135,2
SON,1641427200,10117,8821,255,27,116,2
UH,1641427200,14077,12423,344,69,169,0
WAK,1641427200,20761,18937,396,65,54,4
WE,1641427200,7066,5882,130,37,91,0
TH,1641427200,297366,265557,6037,1203,1948,34
