Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1644019200,15357,13639,388,119,4,0
AP,1644019200,12569,11150,119,113,39,0
EA,1644019200,0,0,0,0,0,0
EF,1644019200,28441,26391,425,176,82,0
EIC,1644019200,13510,11800,301,141,53,0
G,1644019200,13755,12433,323,142,21,0
GRZ,1644019200,17329,15902,301,133,129,0
GTH,1644019200,22720,20661,315,107,3,0
HBN,1644019200,13590,12304,380,0,11,0
IK,1644019200,18559,17068,399,145,61,0
J,1644019200,13321,11163,127,0,119,1
KYF,1644019200,10348,9485,216,54,25,0
NDH,1644019200,8845,7886,93,72,46,0
SHK,1644019200,13691,11969,193,142,14,0
SHL,1644019200,5522,4770,164,66,1,0
SLF,1644019200,17942,16708,461,111,44,0
SM,1644019200,23613,21537,559,161,18,0
SOK,1644019200,15713,14274,286,77,9,0
SOM,1644019200,10971,9838,206,0,11,0
SON,1644019200,10951,9937,267,54,19,0
UH,1644019200,16148,14459,376,143,45,0
WAK,1644019200,24175,21258,415,205,49,0
WE,1644019200,8371,7074,133,70,22,0
TH,1644019200,335441,301706,6447,2231,825,1
