Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1614297600,4757,4179,203,16,35,2
AP,1614297600,2397,2137,42,13,18,0
EA,1614297600,1007,891,47,3,2,0
EF,1614297600,5172,4658,179,32,19,0
EIC,1614297600,4167,3751,141,30,22,0
G,1614297600,3076,2795,118,21,17,0
GRZ,1614297600,3603,3292,119,31,11,0
GTH,1614297600,4372,3936,146,25,27,0
HBN,1614297600,3784,3366,179,31,11,1
IK,1614297600,3408,3118,139,14,12,2
J,1614297600,2897,2716,57,4,6,1
KYF,1614297600,2179,1841,98,46,11,0
NDH,1614297600,1654,1515,43,23,5,0
SHK,1614297600,2860,2579,78,18,19,0
SHL,1614297600,1308,1143,84,13,2,0
SLF,1614297600,4411,3999,209,12,5,1
SM,1614297600,6023,5283,217,57,29,3
SOK,1614297600,3614,3247,88,39,57,2
SOM,1614297600,2210,1942,89,10,4,1
SON,1614297600,2711,2504,141,4,3,1
UH,1614297600,4605,4081,195,34,20,6
WAK,1614297600,3979,3523,143,37,25,0
WE,1614297600,1753,1589,92,4,6,0
TH,1614297600,75947,68085,2847,517,366,20
