Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1655769600,31866,30944,469,102,16,1
AP,1655769600,27364,26859,129,31,10,0
EA,1655769600,0,0,0,0,0,0
EF,1655769600,65398,64304,533,68,5,3
EIC,1655769600,37290,36339,343,219,26,1
G,1655769600,29297,28677,358,26,8,0
GRZ,1655769600,33551,32900,370,17,5,0
GTH,1655769600,43908,43187,340,65,34,0
HBN,1655769600,23903,23240,415,25,20,0
IK,1655769600,38919,38183,426,57,48,0
J,1655769600,36507,35432,145,58,14,0
KYF,1655769600,22521,21982,241,23,13,0
NDH,1655769600,24244,23916,102,36,22,0
SHK,1655769600,30449,29820,222,55,5,0
SHL,1655769600,10591,10311,180,12,16,0
SLF,1655769600,35835,35104,546,24,19,0
SM,1655769600,44759,43709,653,82,54,0
SOK,1655769600,29807,29268,331,24,16,0
SOM,1655769600,23350,22949,242,18,11,0
SON,1655769600,20408,19916,285,15,10,0
UH,1655769600,35380,34607,414,54,33,0
WAK,1655769600,51855,50902,449,75,58,0
WE,1655769600,22441,21766,157,37,15,0
TH,1655769600,719643,704315,7350,1123,458,5
