Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1639612800,12886,9625,352,114,208,3
AP,1639612800,9258,7284,95,93,132,0
EA,1639612800,0,0,0,0,0,0
EF,1639612800,20921,19587,330,304,306,0
EIC,1639612800,10612,9466,278,82,75,1
G,1639612800,11124,9241,278,142,95,1
GRZ,1639612800,13770,10196,269,0,77,0
GTH,1639612800,18966,15955,264,216,217,6
HBN,1639612800,11406,8287,320,180,101,0
IK,1639612800,14374,12990,329,287,163,4
J,1639612800,9478,6685,108,191,77,1
KYF,1639612800,8442,7148,169,104,72,5
NDH,1639612800,6296,5283,80,90,78,0
SHK,1639612800,10701,6891,171,175,99,0
SHL,1639612800,4373,3158,142,42,80,0
SLF,1639612800,14758,12048,377,187,265,2
SM,1639612800,19550,16483,476,180,164,2
SOK,1639612800,13045,9087,242,151,153,1
SOM,1639612800,8529,5798,161,266,67,0
SON,1639612800,9223,6805,230,118,113,1
UH,1639612800,12539,9510,331,127,143,0
WAK,1639612800,18744,16019,374,130,173,0
WE,1639612800,6139,4273,121,178,77,1
TH,1639612800,265134,211819,5497,3357,2935,28
