Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1613260800,4594,3803,184,11,13,0
AP,1613260800,2176,1883,39,22,12,1
EA,1613260800,946,852,44,1,4,0
EF,1613260800,4802,4397,157,17,80,0
EIC,1613260800,3884,3471,135,5,29,1
G,1613260800,2907,2654,117,0,14,0
GRZ,1613260800,3409,3169,114,3,18,0
GTH,1613260800,4080,3580,134,27,48,0
HBN,1613260800,3552,3165,158,0,17,0
IK,1613260800,3197,2933,116,0,17,0
J,1613260800,2765,2589,44,5,12,1
KYF,1613260800,1914,1734,83,10,8,3
NDH,1613260800,1559,1434,42,0,13,0
SHK,1613260800,2650,2431,74,12,12,1
SHL,1613260800,1223,1063,77,-1,8,0
SLF,1613260800,4201,3826,195,0,15,0
SM,1613260800,5451,4776,192,54,69,4
SOK,1613260800,3341,3025,80,10,22,1
SOM,1613260800,2027,1837,78,1,9,0
SON,1613260800,2636,2439,133,0,13,0
UH,1613260800,4264,3810,174,7,15,0
WAK,1613260800,3694,3299,127,9,20,0
WE,1613260800,1678,1492,91,2,12,0
TH,1613260800,70950,63662,2588,195,480,12
