Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1631836800,7148,6746,293,7,2,0
AP,1631836800,4266,4089,78,2,4,0
EA,1631836800,1978,1899,78,0,0,0
EF,1631836800,9157,8665,274,12,29,0
EIC,1631836800,6401,6097,250,6,5,0
G,1631836800,5946,5636,205,12,2,0
GRZ,1631836800,7984,7684,240,1,4,0
GTH,1631836800,8979,8636,206,11,6,0
HBN,1631836800,5593,5267,251,14,8,0
IK,1631836800,6729,6424,218,12,8,0
J,1631836800,4561,4305,84,10,1,0
KYF,1631836800,3745,3577,145,1,3,0
NDH,1631836800,3037,2932,70,0,3,0
SHK,1631836800,4879,4662,131,7,2,0
SHL,1631836800,2255,2112,113,2,2,0
SLF,1631836800,6939,6567,289,16,2,0
SM,1631836800,10263,9811,372,8,7,0
SOK,1631836800,6585,6345,185,1,1,0
SOM,1631836800,4288,4068,136,1,3,0
SON,1631836800,4425,4126,164,0,4,0
UH,1631836800,6560,6196,264,17,1,0
WAK,1631836800,8656,8242,250,9,5,0
WE,1631836800,2734,2542,104,2,2,0
TH,1631836800,133108,126628,4400,151,104,0
