Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1620691200,6719,5766,260,37,53,1
AP,1620691200,3939,3658,72,15,44,1
EA,1620691200,1856,1647,68,22,19,0
EF,1620691200,8246,7620,242,25,14,0
EIC,1620691200,6001,5557,227,18,24,0
G,1620691200,5549,5024,190,28,47,1
GRZ,1620691200,7600,6511,200,40,93,0
GTH,1620691200,8000,7362,197,40,47,0
HBN,1620691200,4995,4490,229,30,26,1
IK,1620691200,6170,5641,201,32,44,0
J,1620691200,4216,3950,69,39,28,0
KYF,1620691200,3478,3165,130,23,18,0
NDH,1620691200,2641,2338,66,24,16,0
SHK,1620691200,4555,4186,114,31,32,1
SHL,1620691200,2093,1909,106,11,12,0
SLF,1620691200,6495,5866,274,35,37,1
SM,1620691200,9613,8911,347,58,33,1
SOK,1620691200,6315,5484,159,36,23,2
SOM,1620691200,3916,3617,120,15,25,1
SON,1620691200,3872,3175,156,20,72,0
UH,1620691200,6002,5530,240,19,22,0
WAK,1620691200,7915,7197,229,65,78,1
WE,1620691200,2481,2287,99,8,18,0
TH,1620691200,122667,110891,3995,671,825,11
