Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1663286400,35405,34212,483,37,28,0
AP,1663286400,29794,29205,136,9,0,0
EA,1663286400,0,0,0,0,0,0
EF,1663286400,71829,70608,550,95,82,2
EIC,1663286400,42622,41858,358,26,20,0
G,1663286400,32667,31899,374,40,1,1
GRZ,1663286400,36198,35440,384,33,28,0
GTH,1663286400,47722,46831,353,55,7,0
HBN,1663286400,25769,25111,424,17,8,0
IK,1663286400,43224,42105,436,75,54,0
J,1663286400,41861,40685,159,37,5,0
KYF,1663286400,24593,23888,245,11,0,0
NDH,1663286400,26328,25791,105,20,18,0
SHK,1663286400,33484,32728,229,83,19,0
SHL,1663286400,11510,11218,188,7,0,0
SLF,1663286400,38450,37477,561,66,5,0
SM,1663286400,49933,48601,697,83,13,0
SOK,1663286400,31824,31242,340,13,22,0
SOM,1663286400,25098,24672,248,41,7,0
SON,1663286400,22202,21462,291,21,1,0
UH,1663286400,39839,38484,419,72,3,0
WAK,1663286400,57583,56388,454,99,-1,0
WE,1663286400,24816,24356,170,30,2,0
TH,1663286400,792751,774261,7604,970,322,3
