Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1664928000,36402,34711,487,70,10,1
AP,1664928000,30449,29515,136,119,15,0
EA,1664928000,0,0,0,0,0,0
EF,1664928000,73543,71724,554,264,54,0
EIC,1664928000,43517,42500,360,118,43,0
G,1664928000,33422,32511,375,36,67,0
GRZ,1664928000,36808,35849,395,0,17,0
GTH,1664928000,49018,47830,354,83,84,0
HBN,1664928000,26286,25403,426,65,19,0
IK,1664928000,44243,43134,441,149,62,1
J,1664928000,42984,41473,163,129,29,0
KYF,1664928000,25048,24202,250,43,27,0
NDH,1664928000,26753,26117,105,71,22,0
SHK,1664928000,34414,33111,232,149,18,0
SHL,1664928000,11807,11372,190,64,22,0
SLF,1664928000,39355,38082,564,91,55,1
SM,1664928000,51474,49597,698,214,130,0
SOK,1664928000,32361,31473,340,80,12,0
SOM,1664928000,25458,24931,249,36,32,0
SON,1664928000,22745,21790,292,47,11,0
UH,1664928000,40811,39720,423,69,74,0
WAK,1664928000,59164,57212,455,255,69,0
WE,1664928000,25291,24717,172,55,14,0
TH,1664928000,811353,786974,7661,2207,886,3
