Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1622937600,6848,6434,291,0,11,0
AP,1622937600,4114,4004,78,4,5,0
EA,1622937600,1935,1838,75,1,1,0
EF,1622937600,8578,8255,265,0,31,0
EIC,1622937600,6210,5924,235,0,2,0
G,1622937600,5681,5442,197,0,1,0
GRZ,1622937600,7839,7363,220,0,5,0
GTH,1622937600,8603,8274,203,0,5,0
HBN,1622937600,5334,4987,240,0,10,0
IK,1622937600,6493,6214,218,4,10,0
J,1622937600,4326,4207,79,0,4,0
KYF,1622937600,3641,3463,142,0,5,0
NDH,1622937600,2929,2828,70,2,6,0
SHK,1622937600,4717,4564,121,0,3,0
SHL,1622937600,2172,2043,113,0,1,2
SLF,1622937600,6764,6417,283,3,9,0
SM,1622937600,9984,9513,368,0,25,0
SOK,1622937600,6415,6181,172,0,7,0
SOM,1622937600,4150,3983,130,0,4,0
SON,1622937600,4208,3960,162,-1,5,0
UH,1622937600,6334,5996,255,0,6,0
WAK,1622937600,8253,7918,239,1,8,0
WE,1622937600,2607,2481,102,0,3,0
TH,1622937600,128135,122289,4258,14,167,2
