Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1624233600,6877,6564,291,0,0,0
AP,1624233600,4127,4046,78,0,3,0
EA,1624233600,1952,1866,75,0,7,0
EF,1624233600,8618,8332,272,0,4,0
EIC,1624233600,6216,5964,247,0,1,0
G,1624233600,5697,5482,200,1,0,1
GRZ,1624233600,7844,7567,227,0,4,0
GTH,1624233600,8653,8417,204,2,6,0
HBN,1624233600,5370,5105,241,6,3,0
IK,1624233600,6508,6286,218,0,4,0
J,1624233600,4333,4243,82,0,2,0
KYF,1624233600,3681,3516,143,0,4,0
NDH,1624233600,2935,2863,70,0,2,0
SHK,1624233600,4727,4598,125,6,5,1
SHL,1624233600,2176,2058,113,0,1,0
SLF,1624233600,6781,6474,287,0,2,0
SM,1624233600,10000,9613,368,0,1,0
SOK,1624233600,6440,6255,177,2,2,1
SOM,1624233600,4163,4029,130,0,0,0
SON,1624233600,4250,4063,163,0,3,0
UH,1624233600,6419,6110,257,2,9,0
WAK,1624233600,8289,8008,246,3,8,1
WE,1624233600,2613,2504,102,0,0,0
TH,1624233600,128669,123963,4316,22,71,4
