Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1638144000,10969,8062,330,101,101,0
AP,1638144000,7082,5661,90,77,90,0
EA,1638144000,0,0,0,0,0,0
EF,1638144000,16465,14020,304,310,137,0
EIC,1638144000,9193,8119,262,43,90,1
G,1638144000,8988,7380,247,131,46,3
GRZ,1638144000,12022,8822,257,168,75,2
GTH,1638144000,14937,13001,225,376,182,0
HBN,1638144000,8630,6818,288,179,91,3
IK,1638144000,11092,9946,271,214,156,2
J,1638144000,7427,5567,98,78,51,1
KYF,1638144000,6668,5654,158,62,94,2
NDH,1638144000,4747,3988,73,44,55,0
SHK,1638144000,8201,5804,156,35,35,1
SHL,1638144000,3453,2706,130,37,23,3
SLF,1638144000,10699,8668,337,578,111,4
SM,1638144000,15643,13243,436,256,174,1
SOK,1638144000,10353,7338,212,78,48,2
SOM,1638144000,6099,4946,152,202,28,0
SON,1638144000,7687,5144,197,124,80,2
UH,1638144000,10316,8298,292,124,20,7
WAK,1638144000,15724,13333,344,120,153,1
WE,1638144000,4749,3490,114,194,34,0
TH,1638144000,211144,170008,4973,3531,1874,35
