Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1638057600,10868,7961,330,19,41,0
AP,1638057600,7005,5571,90,141,66,0
EA,1638057600,0,0,0,0,0,0
EF,1638057600,16155,13883,304,0,188,0
EIC,1638057600,9150,8029,261,68,68,0
G,1638057600,8857,7334,244,0,118,0
GRZ,1638057600,11854,8747,255,211,15,0
GTH,1638057600,14561,12819,225,80,193,0
HBN,1638057600,8451,6727,285,0,76,0
IK,1638057600,10878,9790,269,128,219,1
J,1638057600,7349,5516,97,33,40,0
KYF,1638057600,6606,5560,156,44,93,0
NDH,1638057600,4703,3933,73,5,45,0
SHK,1638057600,8166,5769,155,119,43,0
SHL,1638057600,3416,2683,127,69,7,0
SLF,1638057600,10121,8557,333,164,153,0
SM,1638057600,15387,13069,435,1,132,0
SOK,1638057600,10275,7290,210,129,64,0
SOM,1638057600,5897,4918,152,0,46,0
SON,1638057600,7563,5064,195,84,56,1
UH,1638057600,10192,8278,285,97,15,0
WAK,1638057600,15604,13180,343,75,138,0
WE,1638057600,4555,3456,114,0,35,0
TH,1638057600,207613,168134,4938,1467,1851,2
