Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1634428800,7529,6887,293,6,11,0
AP,1634428800,4461,4291,80,3,11,0
EA,1634428800,0,0,0,0,0,0
EF,1634428800,9970,9344,276,0,72,0
EIC,1634428800,6802,6360,251,1,12,0
G,1634428800,6265,5904,207,0,24,0
GRZ,1634428800,8476,7768,240,14,1,0
GTH,1634428800,9566,9094,208,1,29,0
HBN,1634428800,5830,5461,254,0,8,0
IK,1634428800,7097,6659,219,31,13,0
J,1634428800,4895,4552,84,17,20,0
KYF,1634428800,4151,3753,146,7,17,0
NDH,1634428800,3167,3046,70,0,2,0
SHK,1634428800,5188,4807,133,6,9,0
SHL,1634428800,2347,2191,113,0,7,0
SLF,1634428800,7364,6924,297,6,13,0
SM,1634428800,10884,10236,376,0,33,0
SOK,1634428800,6891,6423,188,8,5,0
SOM,1634428800,4531,4190,136,0,12,0
SON,1634428800,4516,4274,166,0,2,0
UH,1634428800,7164,6547,266,4,5,0
WAK,1634428800,11231,10541,328,29,31,0
WE,1634428800,2981,2665,105,0,11,0
TH,1634428800,141306,131917,4436,133,348,0
