Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1656374400,32103,31028,469,57,16,0
AP,1656374400,27441,26939,129,0,15,0
EA,1656374400,0,0,0,0,0,0
EF,1656374400,65911,64717,533,196,50,0
EIC,1656374400,37901,36627,344,171,63,1
G,1656374400,29536,28864,358,51,34,0
GRZ,1656374400,33684,32951,370,15,7,0
GTH,1656374400,44207,43454,340,58,54,0
HBN,1656374400,24057,23381,415,37,23,0
IK,1656374400,39259,38382,428,72,34,0
J,1656374400,37071,35591,145,123,23,0
KYF,1656374400,22640,22029,241,23,7,0
NDH,1656374400,24366,23991,102,30,17,0
SHK,1656374400,30649,29867,222,50,9,0
SHL,1656374400,10662,10361,180,19,7,0
SLF,1656374400,35972,35233,546,33,20,0
SM,1656374400,45119,43916,657,89,32,2
SOK,1656374400,29905,29355,331,9,15,0
SOM,1656374400,23486,23046,243,45,21,0
SON,1656374400,20524,19961,285,14,8,0
UH,1656374400,35670,34803,414,66,46,0
WAK,1656374400,52239,51155,449,68,41,0
WE,1656374400,22667,21875,157,70,18,0
TH,1656374400,725069,707526,7358,1296,560,3
