Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1631577600,7130,6734,293,11,1,0
AP,1631577600,4251,4077,78,18,3,0
EA,1631577600,1979,1900,78,0,0,0
EF,1631577600,9107,8613,274,25,3,1
EIC,1631577600,6378,6085,250,8,2,0
G,1631577600,5905,5626,205,10,5,0
GRZ,1631577600,7972,7677,240,4,1,0
GTH,1631577600,8902,8611,206,9,11,0
HBN,1631577600,5559,5249,251,9,7,0
IK,1631577600,6696,6397,218,18,10,0
J,1631577600,4524,4301,84,12,0,0
KYF,1631577600,3737,3569,145,3,1,0
NDH,1631577600,3031,2921,70,5,2,0
SHK,1631577600,4859,4656,131,16,7,0
SHL,1631577600,2243,2098,113,8,0,0
SLF,1631577600,6898,6558,289,15,2,0
SM,1631577600,10229,9788,372,17,5,0
SOK,1631577600,6575,6343,185,5,4,0
SOM,1631577600,4274,4057,136,10,2,0
SON,1631577600,4412,4116,164,9,2,0
UH,1631577600,6514,6185,264,13,2,0
WAK,1631577600,8614,8216,250,26,11,0
WE,1631577600,2721,2532,104,9,1,0
TH,1631577600,132510,126309,4400,260,82,1
