Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1644969600,16763,13968,389,188,49,0
AP,1644969600,14073,11863,119,253,92,0
EA,1644969600,0,0,0,0,0,0
EF,1644969600,31099,28490,436,257,362,1
EIC,1644969600,15668,12422,301,218,53,0
G,1644969600,15474,13279,325,266,115,0
GRZ,1644969600,18247,16168,302,146,42,0
GTH,1644969600,24418,21432,315,279,108,0
HBN,1644969600,14908,12786,382,220,56,0
IK,1644969600,20233,18319,400,232,137,0
J,1644969600,15043,11962,127,191,127,0
KYF,1644969600,11299,10113,216,91,66,0
NDH,1644969600,9996,8692,94,145,86,0
SHK,1644969600,15497,12337,195,326,36,0
SHL,1644969600,6080,4975,166,55,72,1
SLF,1644969600,19486,17363,475,369,61,0
SM,1644969600,25588,22773,580,243,179,0
SOK,1644969600,17094,14536,289,164,46,0
SOM,1644969600,12227,10290,210,142,70,0
SON,1644969600,11770,10130,267,107,16,0
UH,1644969600,17402,15598,381,112,114,0
WAK,1644969600,26745,23011,417,295,248,0
WE,1644969600,9430,7399,133,114,44,0
TH,1644969600,368540,317906,6519,4413,2179,2
