Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1638921600,12165,8772,345,168,120,0
AP,1638921600,8355,6419,95,246,131,1
EA,1638921600,0,0,0,0,0,0
EF,1638921600,18857,17084,314,307,278,0
EIC,1638921600,9966,8800,270,131,92,0
G,1638921600,10140,8283,264,235,109,4
GRZ,1638921600,12903,9466,269,79,104,3
GTH,1638921600,17517,14551,250,325,236,3
HBN,1638921600,10255,7473,304,219,107,0
IK,1638921600,12707,11443,307,216,164,10
J,1638921600,8621,6119,106,215,76,0
KYF,1638921600,7741,6508,159,138,77,0
NDH,1638921600,5642,4628,76,108,68,1
SHK,1638921600,9737,6281,161,258,67,0
SHL,1638921600,4003,2919,135,104,9,0
SLF,1638921600,13235,10085,373,346,153,2
SM,1638921600,17912,14683,457,356,188,1
SOK,1638921600,12082,8017,232,216,96,2
SOM,1638921600,7811,5316,159,162,39,1
SON,1638921600,8492,5969,212,173,122,2
UH,1638921600,11443,8899,317,120,79,0
WAK,1638921600,17359,14713,353,292,168,2
WE,1638921600,5522,3856,119,110,45,0
TH,1638921600,242465,190284,5277,4524,2528,32
