Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1674691200,40187,39476,530,8,14,0
AP,1674691200,32463,32214,150,1,4,0
EA,1674691200,0,0,0,0,0,0
EF,1674691200,80107,79350,614,26,19,1
EIC,1674691200,46764,46269,384,8,6,1
G,1674691200,36678,36225,409,3,6,0
GRZ,1674691200,39305,38794,445,0,10,0
GTH,1674691200,52692,52196,378,10,9,0
HBN,1674691200,28141,27650,443,1,1,0
IK,1674691200,48291,47771,455,6,2,0
J,1674691200,46885,46394,176,0,3,0
KYF,1674691200,26822,26402,272,1,13,0
NDH,1674691200,28925,28643,111,6,7,0
SHK,1674691200,37528,37069,256,4,5,0
SHL,1674691200,12830,12614,208,1,0,0
SLF,1674691200,41841,41166,593,9,8,0
SM,1674691200,56518,55676,757,6,9,0
SOK,1674691200,34333,33917,348,5,6,0
SOM,1674691200,27586,27268,269,5,2,3
SON,1674691200,24460,24073,305,0,3,0
UH,1674691200,43806,43299,448,0,10,0
WAK,1674691200,64217,63580,468,13,13,0
WE,1674691200,27345,27114,193,1,0,0
TH,1674691200,877724,867160,8212,114,150,5
