Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1618272000,5896,4896,241,0,26,0
AP,1618272000,3221,2905,53,34,20,0
EA,1618272000,1516,1309,59,16,17,0
EF,1618272000,6911,6187,227,70,1,0
EIC,1618272000,5366,4857,211,46,43,1
G,1618272000,4603,4017,152,32,71,4
GRZ,1618272000,6545,4579,160,58,117,5
GTH,1618272000,6491,5768,180,45,47,2
HBN,1618272000,4415,4055,221,29,11,1
IK,1618272000,5050,4384,181,59,57,1
J,1618272000,3590,3223,64,22,20,1
KYF,1618272000,2924,2622,119,19,21,1
NDH,1618272000,2087,1905,52,33,13,1
SHK,1618272000,3840,3433,89,23,39,0
SHL,1618272000,1799,1564,101,27,6,0
SLF,1618272000,5512,4954,244,32,25,2
SM,1618272000,8516,7616,313,103,59,3
SOK,1618272000,5135,4734,125,35,38,6
SOM,1618272000,3184,2847,107,34,32,0
SON,1618272000,3253,2782,149,28,15,0
UH,1618272000,5435,4983,218,25,15,2
WAK,1618272000,6573,5531,193,103,85,0
WE,1618272000,2109,1930,95,3,13,0
TH,1618272000,103971,91081,3554,876,791,30
