Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1631664000,7138,6742,293,8,8,0
AP,1631664000,4258,4083,78,7,6,0
EA,1631664000,1979,1900,78,0,0,0
EF,1631664000,9122,8631,274,15,18,0
EIC,1631664000,6390,6089,250,12,4,0
G,1631664000,5918,5629,205,13,3,0
GRZ,1631664000,7977,7677,240,5,0,0
GTH,1631664000,8936,8619,206,34,8,0
HBN,1631664000,5574,5253,251,15,4,0
IK,1631664000,6702,6403,218,6,6,0
J,1631664000,4537,4301,84,13,0,0
KYF,1631664000,3739,3571,145,2,2,0
NDH,1631664000,3033,2924,70,2,3,0
SHK,1631664000,4866,4657,131,7,1,0
SHL,1631664000,2249,2107,113,6,9,0
SLF,1631664000,6909,6561,289,11,3,0
SM,1631664000,10236,9795,372,7,7,0
SOK,1631664000,6578,6343,185,3,0,0
SOM,1631664000,4278,4062,136,4,5,0
SON,1631664000,4420,4119,164,8,3,0
UH,1631664000,6534,6187,264,20,2,0
WAK,1631664000,8622,8227,250,8,11,0
WE,1631664000,2727,2536,104,6,4,0
TH,1631664000,132722,126416,4400,212,107,0
