Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1685145600,40670,40104,543,0,0,0
AP,1685145600,32772,32598,154,0,0,0
EA,1685145600,0,0,0,0,0,0
EF,1685145600,81406,80743,637,0,1,0
EIC,1685145600,47517,47101,395,0,0,0
G,1685145600,37001,36566,417,0,0,0
GRZ,1685145600,39677,39205,456,0,0,0
GTH,1685145600,53218,52825,387,0,1,0
HBN,1685145600,28419,27965,447,0,1,0
IK,1685145600,48804,48329,465,0,0,0
J,1685145600,47595,47352,194,0,0,0
KYF,1685145600,27000,26714,278,0,2,0
NDH,1685145600,29373,29228,115,0,0,0
SHK,1685145600,38174,37904,262,0,0,0
SHL,1685145600,12959,12739,214,0,0,0
SLF,1685145600,42305,41664,610,0,1,0
SM,1685145600,57320,56523,786,0,1,0
SOK,1685145600,34678,34308,356,0,1,0
SOM,1685145600,27851,27570,272,0,0,0
SON,1685145600,24799,24474,312,0,0,0
UH,1685145600,44069,43596,455,0,1,0
WAK,1685145600,65305,64798,472,0,0,0
WE,1685145600,27681,27469,207,0,0,0
TH,1685145600,888593,879775,8434,0,9,0
