Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1647993600,26035,17988,405,275,334,0
AP,1647993600,22033,16095,123,524,175,0
EA,1647993600,0,0,0,0,0,0
EF,1647993600,40263,38746,445,370,233,0
EIC,1647993600,28009,17974,309,311,313,0
G,1647993600,24134,19622,333,495,313,2
GRZ,1647993600,23112,18720,332,173,69,0
GTH,1647993600,34579,29917,319,465,471,0
HBN,1647993600,19981,16112,385,297,106,0
IK,1647993600,28672,25659,413,316,304,0
J,1647993600,26474,17641,131,477,153,0
KYF,1647993600,18028,13465,231,191,125,0
NDH,1647993600,20209,11997,98,363,237,1
SHK,1647993600,25060,17223,208,515,200,4
SHL,1647993600,8460,7104,168,234,7,0
SLF,1647993600,30423,24542,492,534,358,0
SM,1647993600,36209,31591,625,309,448,1
SOK,1647993600,24496,18427,299,165,159,0
SOM,1647993600,19393,15844,212,568,365,0
SON,1647993600,15919,12396,275,119,75,1
UH,1647993600,26850,21824,391,350,419,0
WAK,1647993600,39960,31887,423,857,355,0
WE,1647993600,15911,10510,138,332,185,0
TH,1647993600,554210,435284,6755,8240,5404,9
