Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1674086400,40154,39385,526,7,14,0
AP,1674086400,32446,32164,150,3,9,0
EA,1674086400,0,0,0,0,0,0
EF,1674086400,80025,79203,611,12,31,0
EIC,1674086400,46714,46184,382,10,12,0
G,1674086400,36652,36185,408,8,9,0
GRZ,1674086400,39283,38743,445,0,13,0
GTH,1674086400,52629,52127,378,0,12,0
HBN,1674086400,28132,27610,443,0,8,0
IK,1674086400,48261,47701,455,0,8,0
J,1674086400,46796,46279,176,0,25,1
KYF,1674086400,26804,26346,272,4,6,0
NDH,1674086400,28890,28555,111,8,10,1
SHK,1674086400,37481,36992,256,0,10,0
SHL,1674086400,12825,12605,208,0,4,0
SLF,1674086400,41804,41106,590,8,10,0
SM,1674086400,56468,55598,753,4,17,2
SOK,1674086400,34319,33867,348,4,9,0
SOM,1674086400,27571,27227,265,8,6,0
SON,1674086400,24444,24027,304,0,5,0
UH,1674086400,43791,43239,448,11,5,0
WAK,1674086400,64159,63425,468,5,7,0
WE,1674086400,27327,27092,193,2,16,0
TH,1674086400,876975,865660,8190,94,246,4
