Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1646611200,20497,15447,398,165,199,6
AP,1646611200,17125,13656,121,63,119,0
EA,1646611200,0,0,0,0,0,0
EF,1646611200,35586,34430,445,361,684,0
EIC,1646611200,21008,14565,305,484,185,0
G,1646611200,18984,15985,328,266,122,0
GRZ,1646611200,20094,17348,332,71,94,0
GTH,1646611200,28299,25208,315,380,153,0
HBN,1646611200,17234,14325,384,127,101,2
IK,1646611200,24002,21585,404,1,215,0
J,1646611200,19599,13855,130,236,96,0
KYF,1646611200,13658,11943,220,153,122,0
NDH,1646611200,14113,10008,96,343,74,0
SHK,1646611200,19581,14013,197,59,214,0
SHL,1646611200,7081,6227,168,7,91,0
SLF,1646611200,24204,20165,481,126,193,0
SM,1646611200,30443,26771,610,591,492,0
SOK,1646611200,19997,16088,293,256,260,1
SOM,1646611200,14871,13023,211,302,206,0
SON,1646611200,13633,11186,269,185,65,0
UH,1646611200,21223,18039,387,292,85,1
WAK,1646611200,32198,26962,422,271,355,0
WE,1646611200,11934,8674,134,196,105,0
TH,1646611200,445364,369503,6650,4935,4230,10
