Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1628380800,6947,6615,293,2,2,0
AP,1628380800,4122,4043,77,0,0,0
EA,1628380800,1966,1883,78,0,0,0
EF,1628380800,8668,8377,273,0,3,0
EIC,1628380800,6273,6004,250,0,1,0
G,1628380800,5737,5519,204,0,3,0
GRZ,1628380800,7890,7631,238,2,0,0
GTH,1628380800,8709,8489,205,1,0,0
HBN,1628380800,5428,5169,249,0,2,0
IK,1628380800,6528,6303,218,0,1,0
J,1628380800,4354,4254,84,0,1,0
KYF,1628380800,3687,3540,145,0,0,0
NDH,1628380800,2943,2872,70,0,0,0
SHK,1628380800,4768,4633,127,1,1,0
SHL,1628380800,2184,2069,113,0,0,0
SLF,1628380800,6792,6498,288,0,0,0
SM,1628380800,10066,9675,371,0,2,0
SOK,1628380800,6510,6316,185,0,1,0
SOM,1628380800,4171,4032,136,0,0,0
SON,1628380800,4262,4093,163,0,0,0
UH,1628380800,6430,6165,264,1,0,0
WAK,1628380800,8324,8066,250,0,0,0
WE,1628380800,2626,2518,103,0,1,0
TH,1628380800,129385,124764,4384,7,18,0
