Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1669075200,38993,37689,500,43,65,0
AP,1669075200,31945,31429,145,10,57,0
EA,1669075200,0,0,0,0,0,0
EF,1669075200,78123,77052,564,55,0,0
EIC,1669075200,45707,45100,368,0,17,0
G,1669075200,35603,34997,386,24,46,0
GRZ,1669075200,38591,37847,421,16,32,1
GTH,1669075200,51658,51093,372,22,14,0
HBN,1669075200,27813,27056,436,15,31,0
IK,1669075200,47285,46525,446,30,47,0
J,1669075200,45615,44730,173,75,48,0
KYF,1669075200,26329,25699,258,12,27,0
NDH,1669075200,28141,27668,108,27,21,0
SHK,1669075200,36599,35817,241,31,78,0
SHL,1669075200,12580,12296,197,14,7,0
SLF,1669075200,41236,40423,581,27,32,0
SM,1669075200,55262,54233,731,35,32,0
SOK,1669075200,33816,33082,344,27,28,0
SOM,1669075200,27044,26646,256,0,15,0
SON,1669075200,24046,23394,300,8,38,0
UH,1669075200,43047,42477,425,20,24,0
WAK,1669075200,63059,62194,463,27,53,0
WE,1669075200,26911,26584,182,16,14,0
TH,1669075200,859403,844031,7897,534,726,1
