Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1666310400,37845,35314,492,171,33,1
AP,1666310400,31413,29842,140,43,6,0
EA,1666310400,0,0,0,0,0,0
EF,1666310400,76120,73649,555,80,58,0
EIC,1666310400,44877,43384,363,57,35,0
G,1666310400,34636,33332,379,52,1,0
GRZ,1666310400,37890,36507,400,110,45,0
GTH,1666310400,50738,49220,365,202,32,1
HBN,1666310400,27371,25594,429,38,4,0
IK,1666310400,46158,44252,443,82,60,1
J,1666310400,44598,42080,169,64,1,0
KYF,1666310400,25820,24513,251,28,7,0
NDH,1666310400,27563,26523,106,44,36,0
SHK,1666310400,35799,33619,237,52,55,1
SHL,1666310400,12295,11727,192,28,1,0
SLF,1666310400,40505,39029,575,45,3,0
SM,1666310400,54028,51497,711,117,160,3
SOK,1666310400,33245,31769,345,35,14,0
SOM,1666310400,26316,25493,250,46,8,0
SON,1666310400,23574,22104,296,44,0,0
UH,1666310400,42185,40831,425,45,40,0
WAK,1666310400,61682,58810,455,79,2,0
WE,1666310400,26307,25346,174,38,8,0
TH,1666310400,840965,804435,7752,1500,609,7
