Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1645833600,18657,14519,390,224,38,0
AP,1645833600,15399,12714,120,0,58,0
EA,1645833600,0,0,0,0,0,0
EF,1645833600,33556,31304,445,110,80,0
EIC,1645833600,18239,13285,303,259,107,0
G,1645833600,17306,14620,327,393,27,0
GRZ,1645833600,19357,16501,332,218,89,0
GTH,1645833600,26466,23204,315,252,52,0
HBN,1645833600,16173,13447,382,107,70,0
IK,1645833600,22261,19897,402,181,167,0
J,1645833600,17272,12929,129,280,48,0
KYF,1645833600,12578,10979,219,107,87,0
NDH,1645833600,12026,9316,95,188,89,0
SHK,1645833600,17775,12896,196,243,60,0
SHL,1645833600,6645,5593,167,57,12,0
SLF,1645833600,21892,18532,478,267,176,1
SM,1645833600,28044,24516,599,0,59,0
SOK,1645833600,18732,15113,291,199,93,0
SOM,1645833600,13585,11653,210,48,82,0
SON,1645833600,12650,10513,268,50,53,0
UH,1645833600,19292,16751,384,145,109,0
WAK,1645833600,29528,24806,419,293,61,0
WE,1645833600,10725,7906,133,115,50,0
TH,1645833600,408158,340994,6604,3736,1667,1
