Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1658793600,33632,31758,472,78,56,0
AP,1658793600,28719,27515,132,77,73,0
EA,1658793600,0,0,0,0,0,0
EF,1658793600,68502,66864,536,136,43,0
EIC,1658793600,40994,39056,349,112,101,0
G,1658793600,30885,29824,366,151,91,0
GRZ,1658793600,34797,33725,372,0,34,0
GTH,1658793600,45751,44664,342,108,93,0
HBN,1658793600,24840,23950,418,125,35,0
IK,1658793600,40886,39812,431,77,76,0
J,1658793600,39570,37240,145,85,114,0
KYF,1658793600,23484,22438,241,68,38,0
NDH,1658793600,25349,24493,105,66,39,2
SHK,1658793600,32031,30585,224,96,40,1
SHL,1658793600,11064,10635,182,35,11,0
SLF,1658793600,37047,35856,549,73,51,1
SM,1658793600,47464,45594,679,178,120,2
SOK,1658793600,30744,29831,333,65,34,0
SOM,1658793600,24158,23591,242,49,43,0
SON,1658793600,21251,20320,287,46,22,0
UH,1658793600,37583,36273,416,54,71,0
WAK,1658793600,54802,52908,450,169,125,0
WE,1658793600,23670,22608,162,60,57,0
TH,1658793600,757223,729540,7433,1908,1367,6
