Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1630022400,7004,6639,293,4,5,0
AP,1630022400,4150,4044,78,3,0,0
EA,1630022400,1989,1899,78,-1,2,0
EF,1630022400,8796,8435,273,12,2,0
EIC,1630022400,6288,6028,250,3,1,0
G,1630022400,5802,5554,205,5,2,0
GRZ,1630022400,7912,7658,240,0,1,0
GTH,1630022400,8765,8526,205,4,0,0
HBN,1630022400,5448,5182,250,0,0,0
IK,1630022400,6575,6330,218,1,3,0
J,1630022400,4394,4261,84,0,0,0
KYF,1630022400,3701,3544,145,1,3,0
NDH,1630022400,2983,2882,70,6,1,0
SHK,1630022400,4787,4636,131,2,0,0
SHL,1630022400,2197,2074,113,2,1,0
SLF,1630022400,6815,6509,289,3,-1,0
SM,1630022400,10125,9712,371,6,1,0
SOK,1630022400,6534,6318,184,1,3,0
SOM,1630022400,4201,4036,136,2,1,0
SON,1630022400,4295,4097,164,3,1,0
UH,1630022400,6438,6170,264,1,0,0
WAK,1630022400,8420,8087,250,16,3,0
WE,1630022400,2650,2522,104,3,0,0
TH,1630022400,130269,125143,4395,77,29,0
