Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1667952000,38648,36780,493,37,82,0
AP,1667952000,31820,30918,143,14,104,0
EA,1667952000,0,0,0,0,0,0
EF,1667952000,77615,76121,556,72,37,0
EIC,1667952000,45548,44701,366,33,52,0
G,1667952000,35369,34557,384,54,48,0
GRZ,1667952000,38378,37396,418,47,32,3
GTH,1667952000,51454,50739,372,39,38,0
HBN,1667952000,27687,26580,435,10,125,0
IK,1667952000,46978,46066,445,43,50,0
J,1667952000,45294,43796,173,98,111,0
KYF,1667952000,26209,25267,256,19,23,1
NDH,1667952000,27951,27321,107,21,55,0
SHK,1667952000,36377,35007,241,28,129,0
SHL,1667952000,12498,12175,196,7,12,1
SLF,1667952000,41025,40152,580,24,59,0
SM,1667952000,54949,53642,727,38,68,0
SOK,1667952000,33667,32661,344,22,53,-1
SOM,1667952000,26878,26385,255,17,48,0
SON,1667952000,23917,22927,299,15,65,0
UH,1667952000,42874,42129,425,25,49,0
WAK,1667952000,62816,61561,458,41,125,0
WE,1667952000,26790,26299,179,19,32,0
TH,1667952000,854742,833180,7852,723,1397,4
