Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1672876800,40057,39053,519,10,41,0
AP,1672876800,32385,31998,149,5,9,0
EA,1672876800,0,0,0,0,0,0
EF,1672876800,79833,78963,604,52,65,6
EIC,1672876800,46553,45948,379,31,15,1
G,1672876800,36578,35997,407,12,6,2
GRZ,1672876800,39222,38603,440,0,8,0
GTH,1672876800,52488,51886,377,8,16,0
HBN,1672876800,28102,27488,443,7,6,0
IK,1672876800,48148,47489,451,11,16,0
J,1672876800,46676,45933,174,16,25,0
KYF,1672876800,26708,26227,267,2,6,1
NDH,1672876800,28793,28348,110,39,10,0
SHK,1672876800,37401,36733,256,10,30,0
SHL,1672876800,12815,12558,208,6,6,0
SLF,1672876800,41710,41006,589,11,18,0
SM,1672876800,56320,55391,750,10,17,2
SOK,1672876800,34279,33738,347,9,15,0
SOM,1672876800,27497,27128,264,18,7,1
SON,1672876800,24413,23925,302,12,7,0
UH,1672876800,43660,43114,445,12,17,9
WAK,1672876800,63961,63189,467,28,22,0
WE,1672876800,27281,27001,190,17,16,1
TH,1672876800,874880,861716,8138,326,378,23
