Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1672358400,39986,38855,519,15,19,0
AP,1672358400,32346,31930,149,7,0,0
EA,1672358400,0,0,0,0,0,0
EF,1672358400,79634,78559,591,16,68,0
EIC,1672358400,46442,45814,375,18,10,0
G,1672358400,36522,35879,404,9,9,2
GRZ,1672358400,39179,38514,438,26,10,3
GTH,1672358400,52296,51747,375,0,5,0
HBN,1672358400,28075,27458,443,1,0,0
IK,1672358400,48069,47390,451,32,29,0
J,1672358400,46537,45761,174,1,0,0
KYF,1672358400,26667,26170,263,14,4,0
NDH,1672358400,28681,28253,110,19,8,0
SHK,1672358400,37322,36612,252,8,21,0
SHL,1672358400,12790,12522,207,3,1,1
SLF,1672358400,41659,40906,589,6,1,0
SM,1672358400,56238,55262,743,25,12,0
SOK,1672358400,34246,33666,347,11,10,0
SOM,1672358400,27441,27062,263,10,6,1
SON,1672358400,24375,23861,302,3,2,0
UH,1672358400,43600,43008,433,11,2,0
WAK,1672358400,63826,63042,467,22,1,0
WE,1672358400,27226,26945,187,10,0,0
TH,1672358400,873157,859216,8082,267,218,7
