Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1612569600,4480,3453,150,7,23,0
AP,1612569600,2059,1784,37,8,12,0
EA,1612569600,908,831,29,0,1,0
EF,1612569600,4648,4070,146,35,44,2
EIC,1612569600,3740,3183,127,23,12,1
G,1612569600,2833,2543,114,10,3,0
GRZ,1612569600,3345,3053,107,13,12,0
GTH,1612569600,3829,3251,128,0,55,0
HBN,1612569600,3467,3016,143,19,-4,1
IK,1612569600,3137,2784,114,13,11,1
J,1612569600,2696,2447,43,3,7,0
KYF,1612569600,1855,1642,72,4,10,0
NDH,1612569600,1523,1353,40,0,8,0
SHK,1612569600,2559,2313,70,6,16,0
SHL,1612569600,1186,990,74,5,3,0
SLF,1612569600,4102,3696,161,0,32,0
SM,1612569600,5118,4312,175,41,62,1
SOK,1612569600,3193,2860,64,23,30,0
SOM,1612569600,1970,1727,72,17,11,1
SON,1612569600,2615,2335,124,8,0,0
UH,1612569600,4092,3400,173,0,24,0
WAK,1612569600,3506,3067,114,0,22,0
WE,1612569600,1601,1416,82,0,8,0
TH,1612569600,68462,59526,2359,235,402,7
