Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1682640000,40645,40041,542,1,1,0
AP,1682640000,32749,32560,154,1,0,0
EA,1682640000,0,0,0,0,0,0
EF,1682640000,81351,80637,632,3,13,0
EIC,1682640000,47485,47041,390,2,1,0
G,1682640000,36977,36542,415,1,0,0
GRZ,1682640000,39655,39141,456,4,0,0
GTH,1682640000,53198,52794,385,0,0,0
HBN,1682640000,28410,27923,447,1,1,0
IK,1682640000,48774,48284,465,2,0,0
J,1682640000,47539,47243,192,0,0,0
KYF,1682640000,26989,26697,278,0,0,0
NDH,1682640000,29336,29165,115,1,2,0
SHK,1682640000,38141,37839,262,2,1,0
SHL,1682640000,12951,12727,213,2,0,0
SLF,1682640000,42271,41617,609,2,0,0
SM,1682640000,57276,56463,782,4,1,0
SOK,1682640000,34654,34263,356,1,0,0
SOM,1682640000,27830,27529,272,2,1,0
SON,1682640000,24783,24450,311,0,0,0
UH,1682640000,44043,43570,454,0,1,0
WAK,1682640000,65260,64714,472,1,2,0
WE,1682640000,27669,27445,201,0,0,0
TH,1682640000,887986,878685,8403,30,24,0
