Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1618963200,6138,5117,250,44,26,0
AP,1618963200,3518,3071,55,42,23,0
EA,1618963200,1628,1406,61,22,13,0
EF,1618963200,7384,6577,239,77,68,1
EIC,1618963200,5601,5083,218,31,26,1
G,1618963200,4971,4322,169,75,44,5
GRZ,1618963200,7000,5211,165,59,107,0
GTH,1618963200,7015,6243,186,115,65,0
HBN,1618963200,4517,4147,223,18,8,0
IK,1618963200,5428,4736,191,54,45,2
J,1618963200,3755,3450,65,18,41,0
KYF,1618963200,3132,2784,124,47,24,0
NDH,1618963200,2230,1979,55,18,6,0
SHK,1618963200,4029,3669,92,32,37,1
SHL,1618963200,1885,1655,100,8,12,0
SLF,1618963200,5804,5169,250,100,26,0
SM,1618963200,8906,8032,322,63,60,0
SOK,1618963200,5577,5009,137,33,20,0
SOM,1618963200,3437,3015,110,41,25,0
SON,1618963200,3466,2842,149,56,14,0
UH,1618963200,5595,5156,223,25,39,0
WAK,1618963200,7106,6020,208,80,84,1
WE,1618963200,2247,2012,97,23,15,0
TH,1618963200,110369,96705,3689,1081,828,11
