Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1615766400,5037,4422,212,0,10,0
AP,1615766400,2595,2419,51,11,10,0
EA,1615766400,1119,984,49,3,5,0
EF,1615766400,5612,5206,209,25,22,11
EIC,1615766400,4499,4111,151,9,25,0
G,1615766400,3329,3017,120,3,19,0
GRZ,1615766400,4414,3614,122,18,33,0
GTH,1615766400,4855,4328,168,22,22,0
HBN,1615766400,4034,3624,199,4,22,1
IK,1615766400,3796,3359,154,17,30,1
J,1615766400,3041,2840,59,3,14,0
KYF,1615766400,2427,2119,108,4,13,1
NDH,1615766400,1773,1644,46,0,7,0
SHK,1615766400,3088,2829,79,2,21,0
SHL,1615766400,1473,1261,89,2,18,0
SLF,1615766400,4688,4285,224,31,17,1
SM,1615766400,6745,5943,250,10,34,4
SOK,1615766400,4038,3637,101,16,12,3
SOM,1615766400,2444,2191,96,0,11,0
SON,1615766400,2823,2599,145,3,11,1
UH,1615766400,4947,4510,210,10,39,0
WAK,1615766400,4658,3945,161,15,37,2
WE,1615766400,1841,1692,93,1,5,0
TH,1615766400,83276,74579,3096,209,437,25
