Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1653091200,31307,30035,459,0,18,0
AP,1653091200,26978,26146,129,0,0,0
EA,1653091200,0,0,0,0,0,0
EF,1653091200,64260,63306,520,0,42,0
EIC,1653091200,36284,34957,336,0,25,0
G,1653091200,28894,28272,354,0,11,0
GRZ,1653091200,32656,31726,366,0,7,0
GTH,1653091200,43188,42522,339,0,18,0
HBN,1653091200,23503,22735,398,0,16,0
IK,1653091200,38158,37407,425,0,40,0
J,1653091200,35454,33570,145,0,1,0
KYF,1653091200,22174,21355,240,0,2,0
NDH,1653091200,23913,23552,101,0,11,0
SHK,1653091200,29964,29082,221,0,28,0
SHL,1653091200,10389,10065,179,0,1,0
SLF,1653091200,35483,34665,541,0,2,0
SM,1653091200,44028,42832,648,0,5,0
SOK,1653091200,29505,28712,329,0,8,0
SOM,1653091200,23092,22697,240,0,3,0
SON,1653091200,20149,19363,285,0,2,0
UH,1653091200,34723,33817,413,0,3,0
WAK,1653091200,50946,49621,445,0,33,0
WE,1653091200,21827,20769,156,0,16,0
TH,1653091200,706875,687206,7269,0,292,0
