Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1605571200,613,367,5,19,12,1
AP,1605571200,424,339,7,6,11,0
EA,1605571200,107,76,5,1,3,0
EF,1605571200,1041,772,15,28,21,0
EIC,1605571200,679,490,16,21,22,0
G,1605571200,623,489,27,7,16,0
GRZ,1605571200,979,835,49,12,17,1
GTH,1605571200,665,502,33,10,12,0
HBN,1605571200,578,236,5,53,18,0
IK,1605571200,528,339,7,18,4,0
J,1605571200,544,438,4,0,9,0
KYF,1605571200,281,169,3,17,14,0
NDH,1605571200,260,173,2,39,9,0
SHK,1605571200,484,319,11,18,9,0
SHL,1605571200,114,79,2,7,5,0
SLF,1605571200,373,228,5,0,9,0
SM,1605571200,715,550,12,29,12,0
SOK,1605571200,387,305,12,13,7,0
SOM,1605571200,338,245,2,15,9,0
SON,1605571200,587,410,31,27,11,2
UH,1605571200,566,315,12,28,10,0
WAK,1605571200,340,255,3,8,2,0
WE,1605571200,379,313,1,10,15,1
TH,1605571200,11605,8244,269,386,257,5
