Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1617148800,5573,4660,230,65,24,2
AP,1617148800,2941,2645,51,44,17,0
EA,1617148800,1397,1114,56,26,13,0
EF,1617148800,6342,5644,224,108,33,0
EIC,1617148800,5019,4472,190,65,28,2
G,1617148800,4130,3412,128,98,43,0
GRZ,1617148800,5755,4118,130,115,49,0
GTH,1617148800,5718,5024,173,61,72,1
HBN,1617148800,4259,3861,214,21,12,0
IK,1617148800,4430,3801,166,80,32,1
J,1617148800,3310,3026,61,37,9,0
KYF,1617148800,2717,2384,113,45,10,0
NDH,1617148800,1948,1780,49,17,3,0
SHK,1617148800,3455,3095,86,48,18,0
SHL,1617148800,1663,1435,98,19,11,1
SLF,1617148800,5153,4620,236,52,27,1
SM,1617148800,7833,6807,286,82,46,3
SOK,1617148800,4839,4090,115,84,60,0
SOM,1617148800,2873,2510,104,23,33,0
SON,1617148800,3011,2697,147,28,3,0
UH,1617148800,5210,4825,213,22,16,0
WAK,1617148800,5850,4704,174,138,73,1
WE,1617148800,1968,1779,93,18,0,0
TH,1617148800,95394,82503,3337,1296,632,12
