Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1645747200,18433,14481,390,240,60,0
AP,1645747200,15399,12656,120,162,89,0
EA,1645747200,0,0,0,0,0,0
EF,1645747200,33446,31224,445,307,302,0
EIC,1645747200,17980,13178,303,278,74,0
G,1645747200,16913,14593,327,0,133,0
GRZ,1645747200,19139,16412,332,121,4,2
GTH,1645747200,26214,23152,315,223,51,0
HBN,1645747200,16066,13377,382,104,42,0
IK,1645747200,22080,19730,402,218,179,0
J,1645747200,16992,12881,129,332,99,0
KYF,1645747200,12471,10892,219,110,71,2
NDH,1645747200,11838,9227,95,338,62,0
SHK,1645747200,17532,12836,196,266,98,0
SHL,1645747200,6588,5581,167,63,86,0
SLF,1645747200,21625,18356,477,182,164,0
SM,1645747200,28044,24457,599,220,120,2
SOK,1645747200,18533,15020,291,155,104,0
SOM,1645747200,13537,11571,210,150,138,0
SON,1645747200,12600,10460,268,66,52,0
UH,1645747200,19147,16642,384,326,32,0
WAK,1645747200,29235,24745,419,252,127,0
WE,1645747200,10610,7856,133,142,59,0
TH,1645747200,404422,339327,6603,4255,2146,6
